start_date,city,#trips
2020-08-20,Chicago,20037
2020-08-20,NYC,81247
2020-08-20,San Francisco,4495
2020-08-21,Chicago,22521
2020-08-21,NYC,84814
2020-08-21,San Francisco,5317
2020-08-22,Chicago,28882
2020-08-22,NYC,87086
2020-08-22,San Francisco,6402
2020-08-23,Chicago,20542
2020-08-23,NYC,81801
2020-08-23,San Francisco,4735
2020-08-24,Chicago,16372
2020-08-24,NYC,71136
2020-08-24,San Francisco,4089
2020-08-25,Chicago,17519
2020-08-25,NYC,72067
2020-08-25,San Francisco,4173
2020-08-26,Chicago,18439
2020-08-26,NYC,88080
2020-08-26,San Francisco,4230
2020-08-27,Chicago,17008
2020-08-27,NYC,69313
2020-08-27,San Francisco,4507
2020-08-28,Chicago,19899
2020-08-28,NYC,78167
2020-08-28,San Francisco,4680
2020-08-29,Chicago,28297
2020-08-29,NYC,71287
2020-08-29,San Francisco,5363
2020-08-30,Chicago,24790
2020-08-30,NYC,92434
2020-08-30,San Francisco,4885
2020-08-31,Chicago,17382
2020-08-31,NYC,75665
2020-08-31,San Francisco,3897
2020-09-01,Chicago,10708
2020-09-01,NYC,76674
2020-09-01,San Francisco,4127
2020-09-02,Chicago,19594
2020-09-02,NYC,69998
2020-09-02,San Francisco,4697
2020-09-03,Chicago,19030
2020-09-03,NYC,71317
2020-09-03,San Francisco,4450
2020-09-04,Chicago,22253
2020-09-04,NYC,85339
2020-09-04,San Francisco,5515
2020-09-05,Chicago,28719
2020-09-05,NYC,89572
2020-09-05,San Francisco,6588
2020-09-06,Chicago,17207
2020-09-06,NYC,83006
2020-09-06,San Francisco,5739
2020-09-07,Chicago,23731
2020-09-07,NYC,83897
2020-09-07,San Francisco,5055
2020-09-08,Chicago,6835
2020-09-08,NYC,79236
2020-09-08,San Francisco,4094
2020-09-09,Chicago,12545
2020-09-09,NYC,84416
2020-09-09,San Francisco,3378
2020-09-10,Chicago,10529
2020-09-10,NYC,52907
2020-09-10,San Francisco,3023
2020-09-11,Chicago,14832
2020-09-11,NYC,94644
2020-09-11,San Francisco,3279
2020-09-12,Chicago,11164
2020-09-12,NYC,101462
2020-09-12,San Francisco,3778
2020-09-13,Chicago,23970
2020-09-13,NYC,84682
2020-09-13,San Francisco,3338
2020-09-14,Chicago,15170
2020-09-14,NYC,79263
2020-09-14,San Francisco,3420
2020-09-15,Chicago,18228
2020-09-15,NYC,84118
2020-09-15,San Francisco,4377
2020-09-16,Chicago,19258
2020-09-16,NYC,86977
2020-09-16,San Francisco,4951
2020-09-17,Chicago,17094
2020-09-17,NYC,87490
2020-09-17,San Francisco,4837
2020-09-18,Chicago,16987
2020-09-18,NYC,89018
2020-09-18,San Francisco,5604
2020-09-19,Chicago,23356
2020-09-19,NYC,89985
2020-09-19,San Francisco,6917
2020-09-20,Chicago,21134
2020-09-20,NYC,77666
2020-09-20,San Francisco,5710
2020-09-21,Chicago,15791
2020-09-21,NYC,72111
2020-09-21,San Francisco,4330
2020-09-22,Chicago,17948
2020-09-22,NYC,82861
2020-09-22,San Francisco,4540
2020-09-23,Chicago,18531
2020-09-23,NYC,90600
2020-09-23,San Francisco,5036
2020-09-24,Chicago,19027
2020-09-24,NYC,86938
2020-09-24,San Francisco,4801
2020-09-25,Chicago,22771
2020-09-25,NYC,93712
2020-09-25,San Francisco,5625
2020-09-26,Chicago,26150
2020-09-26,NYC,99262
2020-09-26,San Francisco,7095
2020-09-27,Chicago,20874
2020-09-27,NYC,87411
2020-09-27,San Francisco,6228
2020-09-28,Chicago,11110
2020-09-28,NYC,78056
2020-09-28,San Francisco,4560
2020-09-29,Chicago,14294
2020-09-29,NYC,59816
2020-09-29,San Francisco,4484
2020-09-30,Chicago,14118
2020-09-30,NYC,85791
2020-09-30,San Francisco,4772
2020-10-01,Chicago,11243
2020-10-01,NYC,89718
2020-10-01,San Francisco,4460
2020-10-02,Chicago,14832
2020-10-02,NYC,81001
2020-10-02,San Francisco,4784
2020-10-03,Chicago,14634
2020-10-03,NYC,95562
2020-10-03,San Francisco,6634
2020-10-04,Chicago,12875
2020-10-04,NYC,80662
2020-10-04,San Francisco,5062
2020-10-05,Chicago,12533
2020-10-05,NYC,75795
2020-10-05,San Francisco,4284
2020-10-06,Chicago,16126
2020-10-06,NYC,85634
2020-10-06,San Francisco,4370
2020-10-07,Chicago,17471
2020-10-07,NYC,81263
2020-10-07,San Francisco,4545
2020-10-08,Chicago,16519
2020-10-08,NYC,83990
2020-10-08,San Francisco,4415
2020-10-09,Chicago,21322
2020-10-09,NYC,87644
2020-10-09,San Francisco,5572
2020-10-10,Chicago,24935
2020-10-10,NYC,93919
2020-10-10,San Francisco,5927
2020-10-11,Chicago,19713
2020-10-11,NYC,75426
2020-10-11,San Francisco,6342
2020-10-12,Chicago,9764
2020-10-12,NYC,16405
2020-10-12,San Francisco,4959
2020-10-13,Chicago,15626
2020-10-13,NYC,51885
2020-10-13,San Francisco,5073
2020-10-14,Chicago,15358
2020-10-14,NYC,88404
2020-10-14,San Francisco,5371
2020-10-15,Chicago,12565
2020-10-15,NYC,91295
2020-10-15,San Francisco,5496
2020-10-16,Chicago,11856
2020-10-16,NYC,30689
2020-10-16,San Francisco,6145
2020-10-17,Chicago,14521
2020-10-17,NYC,88338
2020-10-17,San Francisco,7631
2020-10-18,Chicago,5222
2020-10-18,NYC,76910
2020-10-18,San Francisco,6014
2020-10-19,Chicago,7468
2020-10-19,NYC,73336
2020-10-19,San Francisco,4451
2020-10-20,Chicago,9273
2020-10-20,NYC,76195
2020-10-20,San Francisco,4914
2020-10-21,Chicago,10302
2020-10-21,NYC,84145
2020-10-21,San Francisco,5098
2020-10-22,Chicago,13228
2020-10-22,NYC,83848
2020-10-22,San Francisco,4935
2020-10-23,Chicago,7042
2020-10-23,NYC,86939
2020-10-23,San Francisco,5838
2020-10-24,Chicago,12452
2020-10-24,NYC,90596
2020-10-24,San Francisco,6343
2020-10-25,Chicago,8627
2020-10-25,NYC,61869
2020-10-25,San Francisco,5752
2020-10-26,Chicago,6611
2020-10-26,NYC,51135
2020-10-26,San Francisco,4743
2020-10-27,Chicago,6178
2020-10-27,NYC,78030
2020-10-27,San Francisco,5091
2020-10-28,Chicago,9661
2020-10-28,NYC,62847
2020-10-28,San Francisco,5057
2020-10-29,Chicago,8139
2020-10-29,NYC,19072
2020-10-29,San Francisco,5329
2020-10-30,Chicago,9378
2020-10-30,NYC,39546
2020-10-30,San Francisco,5886
2020-10-31,Chicago,13179
2020-10-31,NYC,66771
2020-10-31,San Francisco,7020
2020-11-01,Chicago,5973
2020-11-01,NYC,32600
2020-11-01,San Francisco,6000
2020-11-02,Chicago,8116
2020-11-02,NYC,50610
2020-11-02,San Francisco,4674
2020-11-03,Chicago,11987
2020-11-03,NYC,62112
2020-11-03,San Francisco,5196
2020-11-04,Chicago,12030
2020-11-04,NYC,65204
2020-11-04,San Francisco,4583
2020-11-05,Chicago,12459
2020-11-05,NYC,74725
2020-11-05,San Francisco,4848
2020-11-06,Chicago,16044
2020-11-06,NYC,82142
2020-11-06,San Francisco,5295
2020-11-07,Chicago,23846
2020-11-07,NYC,98467
2020-11-07,San Francisco,7003
2020-11-08,Chicago,18439
2020-11-08,NYC,86147
2020-11-08,San Francisco,4132
2020-11-09,Chicago,14098
2020-11-09,NYC,75799
2020-11-09,San Francisco,3892
2020-11-10,Chicago,9094
2020-11-10,NYC,84365
2020-11-10,San Francisco,4314
2020-11-11,Chicago,8717
2020-11-11,NYC,46257
2020-11-11,San Francisco,4576
2020-11-12,Chicago,9084
2020-11-12,NYC,40704
2020-11-12,San Francisco,4563
2020-11-13,Chicago,8115
2020-11-13,NYC,48657
2020-11-13,San Francisco,3281
2020-11-14,Chicago,7144
2020-11-14,NYC,75263
2020-11-14,San Francisco,5704
2020-11-15,Chicago,3447
2020-11-15,NYC,51003
2020-11-15,San Francisco,5034
2020-11-16,Chicago,7136
2020-11-16,NYC,57607
2020-11-16,San Francisco,4299
2020-11-17,Chicago,6602
2020-11-17,NYC,54480
2020-11-17,San Francisco,2713
2020-11-18,Chicago,7330
2020-11-18,NYC,44054
2020-11-18,San Francisco,3994
2020-11-19,Chicago,9226
2020-11-19,NYC,51425
2020-11-19,San Francisco,4356
2020-11-20,Chicago,9900
2020-11-20,NYC,68483
2020-11-20,San Francisco,5044
2020-11-21,Chicago,7899
2020-11-21,NYC,75233
2020-11-21,San Francisco,5111
2020-11-22,Chicago,5018
2020-11-22,NYC,46012
2020-11-22,San Francisco,4086
2020-11-23,Chicago,6401
2020-11-23,NYC,42599
2020-11-23,San Francisco,3857
2020-11-24,Chicago,2775
2020-11-24,NYC,53102
2020-11-24,San Francisco,4036
2020-11-25,Chicago,3262
2020-11-25,NYC,56843
2020-11-25,San Francisco,4336
2020-11-26,Chicago,3583
2020-11-26,NYC,30687
2020-11-26,San Francisco,2646
2020-11-27,Chicago,5353
2020-11-27,NYC,53108
2020-11-27,San Francisco,3786
2020-11-28,Chicago,7245
2020-11-28,NYC,53202
2020-11-28,San Francisco,4205
2020-11-29,Chicago,5453
2020-11-29,NYC,52557
2020-11-29,San Francisco,3865
2020-11-30,Chicago,3940
2020-11-30,NYC,23257
2020-11-30,San Francisco,3591
2020-12-01,Chicago,4509
2020-12-01,NYC,53067
2020-12-01,San Francisco,3809
2020-12-02,Chicago,5455
2020-12-02,NYC,47330
2020-12-02,San Francisco,3846
2020-12-03,Chicago,5421
2020-12-03,NYC,53146
2020-12-03,San Francisco,4016
2020-12-04,Chicago,6126
2020-12-04,NYC,40441
2020-12-04,San Francisco,4490
2020-12-05,Chicago,6059
2020-12-05,NYC,31809
2020-12-05,San Francisco,5115
2020-12-06,Chicago,4278
2020-12-06,NYC,40743
2020-12-06,San Francisco,4013
2020-12-07,Chicago,4685
2020-12-07,NYC,41591
2020-12-07,San Francisco,3678
2020-12-08,Chicago,4716
2020-12-08,NYC,41083
2020-12-08,San Francisco,3779
2020-12-09,Chicago,6640
2020-12-09,NYC,37053
2020-12-09,San Francisco,3602
2020-12-10,Chicago,7666
2020-12-10,NYC,51890
2020-12-10,San Francisco,3564
2020-12-11,Chicago,3861
2020-12-11,NYC,59906
2020-12-11,San Francisco,3130
2020-12-12,Chicago,2467
2020-12-12,NYC,53499
2020-12-12,San Francisco,3879
2020-12-13,Chicago,4794
2020-12-13,NYC,61081
2020-12-13,San Francisco,1489
2020-12-14,Chicago,4420
2020-12-14,NYC,25786
2020-12-14,San Francisco,3248
2020-12-15,Chicago,4784
2020-12-15,NYC,44793
2020-12-15,San Francisco,3389
2020-12-16,Chicago,3794
2020-12-16,NYC,26329
2020-12-16,San Francisco,3343
2020-12-17,Chicago,4011
2020-12-17,NYC,179
2020-12-17,San Francisco,3350
2020-12-18,Chicago,5014
2020-12-18,NYC,14964
2020-12-18,San Francisco,3780
2020-12-19,Chicago,5131
2020-12-19,NYC,16738
2020-12-19,San Francisco,4114
2020-12-20,Chicago,4340
2020-12-20,NYC,16340
2020-12-20,San Francisco,3549
2020-12-21,Chicago,4681
2020-12-21,NYC,31415
2020-12-21,San Francisco,3259
2020-12-22,Chicago,4857
2020-12-22,NYC,37256
2020-12-22,San Francisco,3425
2020-12-23,Chicago,4547
2020-12-23,NYC,40454
2020-12-23,San Francisco,3437
2020-12-24,Chicago,1654
2020-12-24,NYC,32606
2020-12-24,San Francisco,2947
2020-12-25,Chicago,864
2020-12-25,NYC,11850
2020-12-25,San Francisco,1139
2020-12-26,Chicago,2409
2020-12-26,NYC,19791
2020-12-26,San Francisco,2784
2020-12-27,Chicago,3498
2020-12-27,NYC,23764
2020-12-27,San Francisco,2839
2020-12-28,Chicago,3657
2020-12-28,NYC,38784
2020-12-28,San Francisco,2908
2020-12-29,Chicago,2655
2020-12-29,NYC,33202
2020-12-29,San Francisco,3466
2020-12-30,Chicago,1850
2020-12-30,NYC,35705
2020-12-30,San Francisco,3271
2020-12-31,Chicago,2730
2020-12-31,NYC,26334
2020-12-31,San Francisco,3764
2021-01-01,Chicago,1068
2021-01-01,NYC,18790
2021-01-01,San Francisco,2789
2021-01-02,Chicago,2275
2021-01-02,NYC,41195
2021-01-02,San Francisco,1912
2021-01-03,Chicago,2383
2021-01-03,NYC,14578
2021-01-03,San Francisco,2720
2021-01-04,Chicago,3209
2021-01-04,NYC,36745
2021-01-04,San Francisco,2175
2021-01-05,Chicago,3845
2021-01-05,NYC,38525
2021-01-05,San Francisco,3167
2021-01-06,Chicago,3884
2021-01-06,NYC,37929
2021-01-06,San Francisco,2635
2021-01-07,Chicago,3880
2021-01-07,NYC,37971
2021-01-07,San Francisco,3134
2021-01-08,Chicago,3867
2021-01-08,NYC,37138
2021-01-08,San Francisco,3187
2021-01-09,Chicago,4961
2021-01-09,NYC,34643
2021-01-09,San Francisco,4311
2021-01-10,Chicago,3303
2021-01-10,NYC,35366
2021-01-10,San Francisco,3254
2021-01-11,Chicago,3382
2021-01-11,NYC,36106
2021-01-11,San Francisco,3022
2021-01-12,Chicago,4186
2021-01-12,NYC,42298
2021-01-12,San Francisco,2890
2021-01-13,Chicago,4449
2021-01-13,NYC,42522
2021-01-13,San Francisco,3492
2021-01-14,Chicago,3618
2021-01-14,NYC,47832
2021-01-14,San Francisco,3452
2021-01-15,Chicago,4148
2021-01-15,NYC,40508
2021-01-15,San Francisco,3895
2021-01-16,Chicago,3302
2021-01-16,NYC,41189
2021-01-16,San Francisco,4699
2021-01-17,Chicago,2546
2021-01-17,NYC,38831
2021-01-17,San Francisco,4948
2021-01-18,Chicago,3600
2021-01-18,NYC,42740
2021-01-18,San Francisco,5085
2021-01-19,Chicago,3154
2021-01-19,NYC,40592
2021-01-19,San Francisco,3242
2021-01-20,Chicago,2713
2021-01-20,NYC,36251
2021-01-20,San Francisco,3456
2021-01-21,Chicago,4202
2021-01-21,NYC,40897
2021-01-21,San Francisco,3340
2021-01-22,Chicago,3132
2021-01-22,NYC,44037
2021-01-22,San Francisco,2903
2021-01-23,Chicago,3565
2021-01-23,NYC,32137
2021-01-23,San Francisco,5146
2021-01-24,Chicago,3018
2021-01-24,NYC,27353
2021-01-24,San Francisco,1911
2021-01-25,Chicago,3032
2021-01-25,NYC,36060
2021-01-25,San Francisco,2868
2021-01-26,Chicago,1266
2021-01-26,NYC,27375
2021-01-26,San Francisco,2011
2021-01-27,Chicago,2256
2021-01-27,NYC,38982
2021-01-27,San Francisco,2037
2021-01-28,Chicago,2616
2021-01-28,NYC,34137
2021-01-28,San Francisco,2113
2021-01-29,Chicago,3268
2021-01-29,NYC,23566
2021-01-29,San Francisco,3784
2021-01-30,Chicago,2220
2021-01-30,NYC,27330
2021-01-30,San Francisco,4581
2021-01-31,Chicago,486
2021-01-31,NYC,21723
2021-01-31,San Francisco,4204
2021-02-01,Chicago,1797
2021-02-01,NYC,249
2021-02-01,San Francisco,2897
2021-02-02,Chicago,2317
2021-02-02,San Francisco,3181
2021-02-03,Chicago,2710
2021-02-03,NYC,6488
2021-02-03,San Francisco,3648
2021-02-04,Chicago,1721
2021-02-04,NYC,18792
2021-02-04,San Francisco,3669
2021-02-05,Chicago,1326
2021-02-05,NYC,24378
2021-02-05,San Francisco,4307
2021-02-06,Chicago,859
2021-02-06,NYC,31236
2021-02-06,San Francisco,5605
2021-02-07,Chicago,569
2021-02-07,NYC,8308
2021-02-07,San Francisco,4285
2021-02-08,Chicago,928
2021-02-08,NYC,18534
2021-02-08,San Francisco,3184
2021-02-09,Chicago,1288
2021-02-09,NYC,22482
2021-02-09,San Francisco,3359
2021-02-10,Chicago,1245
2021-02-10,NYC,28232
2021-02-10,San Francisco,3856
2021-02-11,Chicago,1368
2021-02-11,NYC,22979
2021-02-11,San Francisco,2379
2021-02-12,Chicago,1843
2021-02-12,NYC,26009
2021-02-12,San Francisco,4273
2021-02-13,Chicago,727
2021-02-13,NYC,23084
2021-02-13,San Francisco,4536
2021-02-14,Chicago,498
2021-02-14,NYC,23441
2021-02-14,San Francisco,3466
2021-02-15,Chicago,350
2021-02-15,NYC,23404
2021-02-15,San Francisco,2699
2021-02-16,Chicago,284
2021-02-16,NYC,31048
2021-02-16,San Francisco,3247
2021-02-17,Chicago,634
2021-02-17,NYC,30902
2021-02-17,San Francisco,3857
2021-02-18,Chicago,799
2021-02-18,NYC,7630
2021-02-18,San Francisco,3725
2021-02-19,Chicago,989
2021-02-19,NYC,12061
2021-02-19,San Francisco,3496
2021-02-20,Chicago,1141
2021-02-20,NYC,24992
2021-02-20,San Francisco,5130
2021-02-21,Chicago,905
2021-02-21,NYC,26475
2021-02-21,San Francisco,4845
2021-02-22,Chicago,1515
2021-02-22,NYC,19553
2021-02-22,San Francisco,3885
2021-02-23,Chicago,2846
2021-02-23,NYC,33534
2021-02-23,San Francisco,4206
2021-02-24,Chicago,3147
2021-02-24,NYC,46049
2021-02-24,San Francisco,4169
2021-02-25,Chicago,3185
2021-02-25,NYC,43427
2021-02-25,San Francisco,4136
2021-02-26,Chicago,3932
2021-02-26,NYC,44560
2021-02-26,San Francisco,4413
2021-02-27,Chicago,7287
2021-02-27,NYC,30815
2021-02-27,San Francisco,5460
2021-02-28,Chicago,3412
2021-02-28,NYC,21321
2021-02-28,San Francisco,5160
2021-03-01,Chicago,3467
2021-03-01,NYC,34575
2021-03-01,San Francisco,3685
2021-03-02,Chicago,4085
2021-03-02,NYC,32100
2021-03-02,San Francisco,3968
2021-03-03,Chicago,5720
2021-03-03,NYC,50122
2021-03-03,San Francisco,3827
2021-03-04,Chicago,3991
2021-03-04,NYC,40247
2021-03-04,San Francisco,4018
2021-03-05,Chicago,5440
2021-03-05,NYC,36338
2021-03-05,San Francisco,4708
2021-03-06,Chicago,6904
2021-03-06,NYC,33478
2021-03-06,San Francisco,5482
2021-03-07,Chicago,6484
2021-03-07,NYC,35352
2021-03-07,San Francisco,4587
2021-03-08,Chicago,8952
2021-03-08,NYC,38478
2021-03-08,San Francisco,3315
2021-03-09,Chicago,10409
2021-03-09,NYC,60231
2021-03-09,San Francisco,2788
2021-03-10,Chicago,7397
2021-03-10,NYC,54876
2021-03-10,San Francisco,3086
2021-03-11,Chicago,7622
2021-03-11,NYC,68394
2021-03-11,San Francisco,3754
2021-03-12,Chicago,7224
2021-03-12,NYC,69490
2021-03-12,San Francisco,4613
2021-03-13,Chicago,12664
2021-03-13,NYC,53517
2021-03-13,San Francisco,5093
2021-03-14,Chicago,5350
2021-03-14,NYC,43533
2021-03-14,San Francisco,2596
2021-03-15,Chicago,2212
2021-03-15,NYC,34394
2021-03-15,San Francisco,3250
2021-03-16,Chicago,4253
2021-03-16,NYC,38031
2021-03-16,San Francisco,3974
2021-03-17,Chicago,3742
2021-03-17,NYC,47314
2021-03-17,San Francisco,3951
2021-03-18,Chicago,3726
2021-03-18,NYC,22554
2021-03-18,San Francisco,2012
2021-03-19,Chicago,6702
2021-03-19,NYC,43779
2021-03-19,San Francisco,4562
2021-03-20,Chicago,12832
2021-03-20,NYC,65050
2021-03-20,San Francisco,5602
2021-03-21,Chicago,16342
2021-03-21,NYC,68873
2021-03-21,San Francisco,4822
2021-03-22,Chicago,11167
2021-03-22,NYC,56194
2021-03-22,San Francisco,3927
2021-03-23,Chicago,5345
2021-03-23,NYC,61564
2021-03-23,San Francisco,4142
2021-03-24,Chicago,8275
2021-03-24,NYC,32777
2021-03-24,San Francisco,4332
2021-03-25,Chicago,6127
2021-03-25,NYC,64657
2021-03-25,San Francisco,4352
2021-03-26,Chicago,6291
2021-03-26,NYC,71615
2021-03-26,San Francisco,5309
2021-03-27,Chicago,12852
2021-03-27,NYC,84712
2021-03-27,San Francisco,6498
2021-03-28,Chicago,7451
2021-03-28,NYC,25256
2021-03-28,San Francisco,5306
2021-03-29,Chicago,9027
2021-03-29,NYC,52598
2021-03-29,San Francisco,4178
2021-03-30,Chicago,9908
2021-03-30,NYC,65613
2021-03-30,San Francisco,4740
2021-03-31,Chicago,6535
2021-03-31,NYC,45382
2021-03-31,San Francisco,5483
2021-04-01,Chicago,5635
2021-04-01,NYC,45527
2021-04-01,San Francisco,5546
2021-04-02,Chicago,9313
2021-04-02,NYC,42831
2021-04-02,San Francisco,5380
2021-04-03,Chicago,19646
2021-04-03,NYC,61218
2021-04-03,San Francisco,5479
2021-04-04,Chicago,17180
2021-04-04,NYC,63335
2021-04-04,San Francisco,4430
2021-04-05,Chicago,11424
2021-04-05,NYC,68141
2021-04-05,San Francisco,3920
2021-04-06,Chicago,17313
2021-04-06,NYC,76225
2021-04-06,San Francisco,4412
2021-04-07,Chicago,15605
2021-04-07,NYC,77680
2021-04-07,San Francisco,4686
2021-04-08,Chicago,5397
2021-04-08,NYC,81552
2021-04-08,San Francisco,4927
2021-04-09,Chicago,12459
2021-04-09,NYC,68187
2021-04-09,San Francisco,5296
2021-04-10,Chicago,5532
2021-04-10,NYC,87596
2021-04-10,San Francisco,6174
2021-04-11,Chicago,10987
2021-04-11,NYC,20135
2021-04-11,San Francisco,5219
2021-04-12,Chicago,11144
2021-04-12,NYC,33647
2021-04-12,San Francisco,4248
2021-04-13,Chicago,10161
2021-04-13,NYC,78682
2021-04-13,San Francisco,4347
2021-04-14,Chicago,8337
2021-04-14,NYC,80113
2021-04-14,San Francisco,4707
2021-04-15,Chicago,8708
2021-04-15,NYC,33032
2021-04-15,San Francisco,4867
2021-04-16,Chicago,11177
2021-04-16,NYC,59414
2021-04-16,San Francisco,5085
2021-04-17,Chicago,14101
2021-04-17,NYC,77508
2021-04-17,San Francisco,5934
2021-04-18,Chicago,13319
2021-04-18,NYC,80652
2021-04-18,San Francisco,5484
2021-04-19,Chicago,6763
2021-04-19,NYC,73000
2021-04-19,San Francisco,4284
2021-04-20,Chicago,6486
2021-04-20,NYC,96136
2021-04-20,San Francisco,4752
2021-04-21,Chicago,6591
2021-04-21,NYC,61764
2021-04-21,San Francisco,4335
2021-04-22,Chicago,10827
2021-04-22,NYC,57101
2021-04-22,San Francisco,4239
2021-04-23,Chicago,13462
2021-04-23,NYC,82793
2021-04-23,San Francisco,5096
2021-04-24,Chicago,15106
2021-04-24,NYC,104081
2021-04-24,San Francisco,5651
2021-04-25,Chicago,8867
2021-04-25,NYC,58487
2021-04-25,San Francisco,3071
2021-04-26,Chicago,14430
2021-04-26,NYC,71658
2021-04-26,San Francisco,4375
2021-04-27,Chicago,18266
2021-04-27,NYC,79576
2021-04-27,San Francisco,4872
2021-04-28,Chicago,6812
2021-04-28,NYC,96329
2021-04-28,San Francisco,5344
2021-04-29,Chicago,9869
2021-04-29,NYC,70576
2021-04-29,San Francisco,4821
2021-04-30,Chicago,12313
2021-04-30,NYC,80693
2021-04-30,San Francisco,5021
2021-05-01,Chicago,24401
2021-05-01,NYC,92840
2021-05-01,San Francisco,5512
2021-05-02,Chicago,24799
2021-05-02,NYC,93982
2021-05-02,San Francisco,5369
2021-05-03,Chicago,9803
2021-05-03,NYC,60831
2021-05-03,San Francisco,4803
2021-05-04,Chicago,9327
2021-05-04,NYC,87014
2021-05-04,San Francisco,5133
2021-05-05,Chicago,12602
2021-05-05,NYC,49749
2021-05-05,San Francisco,4939
2021-05-06,Chicago,9574
2021-05-06,NYC,93267
2021-05-06,San Francisco,4933
2021-05-07,Chicago,13499
2021-05-07,NYC,91204
2021-05-07,San Francisco,6206
2021-05-08,Chicago,15241
2021-05-08,NYC,59759
2021-05-08,San Francisco,7075
2021-05-09,Chicago,7333
2021-05-09,NYC,53317
2021-05-09,San Francisco,5657
2021-05-10,Chicago,9367
2021-05-10,NYC,71172
2021-05-10,San Francisco,5206
2021-05-11,Chicago,11099
2021-05-11,NYC,89079
2021-05-11,San Francisco,5257
2021-05-12,Chicago,13436
2021-05-12,NYC,94864
2021-05-12,San Francisco,5186
2021-05-13,Chicago,16592
2021-05-13,NYC,100737
2021-05-13,San Francisco,5344
2021-05-14,Chicago,20480
2021-05-14,NYC,107380
2021-05-14,San Francisco,5425
2021-05-15,Chicago,15523
2021-05-15,NYC,118947
2021-05-15,San Francisco,5582
2021-05-16,Chicago,23552
2021-05-16,NYC,97138
2021-05-16,San Francisco,4668
2021-05-17,Chicago,15219
2021-05-17,NYC,95272
2021-05-17,San Francisco,4204
2021-05-18,Chicago,12671
2021-05-18,NYC,105861
2021-05-18,San Francisco,5128
2021-05-19,Chicago,16068
2021-05-19,NYC,109860
2021-05-19,San Francisco,5046
2021-05-20,Chicago,20540
2021-05-20,NYC,108242
2021-05-20,San Francisco,5306
2021-05-21,Chicago,24921
2021-05-21,NYC,112908
2021-05-21,San Francisco,6776
2021-05-22,Chicago,35025
2021-05-22,NYC,116548
2021-05-22,San Francisco,6911
2021-05-23,Chicago,21597
2021-05-23,NYC,107595
2021-05-23,San Francisco,5253
2021-05-24,Chicago,19949
2021-05-24,NYC,89255
2021-05-24,San Francisco,4913
2021-05-25,Chicago,18914
2021-05-25,NYC,107021
2021-05-25,San Francisco,5220
2021-05-26,Chicago,20490
2021-05-26,NYC,97890
2021-05-26,San Francisco,5329
2021-05-27,Chicago,11836
2021-05-27,NYC,112627
2021-05-27,San Francisco,5857
2021-05-28,Chicago,7319
2021-05-28,NYC,62800
2021-05-28,San Francisco,5857
2021-05-29,Chicago,21812
2021-05-29,NYC,30059
2021-05-29,San Francisco,5434
2021-05-30,Chicago,26981
2021-05-30,NYC,17684
2021-05-30,San Francisco,6312
2021-05-31,Chicago,21663
2021-05-31,NYC,89263
2021-05-31,San Francisco,5801
2021-06-01,Chicago,19510
2021-06-01,NYC,99568
2021-06-01,San Francisco,4948
2021-06-02,Chicago,20270
2021-06-02,NYC,106586
2021-06-02,San Francisco,5238
2021-06-03,Chicago,23576
2021-06-03,NYC,70042
2021-06-03,San Francisco,5896
2021-06-04,Chicago,25839
2021-06-04,NYC,86676
2021-06-04,San Francisco,6245
2021-06-05,Chicago,36697
2021-06-05,NYC,121369
2021-06-05,San Francisco,7074
2021-06-06,Chicago,29112
2021-06-06,NYC,106212
2021-06-06,San Francisco,6013
2021-06-07,Chicago,17672
2021-06-07,NYC,98136
2021-06-07,San Francisco,4999
2021-06-08,Chicago,22651
2021-06-08,NYC,74849
2021-06-08,San Francisco,5613
2021-06-09,Chicago,24871
2021-06-09,NYC,112208
2021-06-09,San Francisco,5796
2021-06-10,Chicago,25642
2021-06-10,NYC,121438
2021-06-10,San Francisco,6031
2021-06-11,Chicago,29897
2021-06-11,NYC,108153
2021-06-11,San Francisco,7296
2021-06-12,Chicago,34624
2021-06-12,NYC,117012
2021-06-12,San Francisco,8179
2021-06-13,Chicago,34832
2021-06-13,NYC,102575
2021-06-13,San Francisco,6312
2021-06-14,Chicago,23382
2021-06-14,NYC,84523
2021-06-14,San Francisco,5644
2021-06-15,Chicago,24204
2021-06-15,NYC,119217
2021-06-15,San Francisco,6674
2021-06-16,Chicago,25620
2021-06-16,NYC,122265
2021-06-16,San Francisco,7188
2021-06-17,Chicago,26334
2021-06-17,NYC,121535
2021-06-17,San Francisco,7550
2021-06-18,Chicago,28091
2021-06-18,NYC,123246
2021-06-18,San Francisco,8627
2021-06-19,Chicago,36328
2021-06-19,NYC,107542
2021-06-19,San Francisco,8396
2021-06-20,Chicago,21156
2021-06-20,NYC,107533
2021-06-20,San Francisco,6444
2021-06-21,Chicago,21563
2021-06-21,NYC,101975
2021-06-21,San Francisco,5672
2021-06-22,Chicago,25528
2021-06-22,NYC,75593
2021-06-22,San Francisco,6429
2021-06-23,Chicago,23887
2021-06-23,NYC,123492
2021-06-23,San Francisco,6583
2021-06-24,Chicago,15244
2021-06-24,NYC,120780
2021-06-24,San Francisco,7229
2021-06-25,Chicago,16815
2021-06-25,NYC,116688
2021-06-25,San Francisco,7722
2021-06-26,Chicago,14662
2021-06-26,NYC,119093
2021-06-26,San Francisco,9487
2021-06-27,Chicago,28657
