city,start_date,year,month,year-month,#trips,duration_minutes
Chicago,2017-01-01,2017,1,2017-01,1727,25880.733333333334
Chicago,2017-01-02,2017,1,2017-01,1960,20142.733333333334
Chicago,2017-01-03,2017,1,2017-01,4537,47873.26666666667
Chicago,2017-01-04,2017,1,2017-01,3269,33301.583333333336
Chicago,2017-01-05,2017,1,2017-01,2917,26602.916666666668
Chicago,2017-01-06,2017,1,2017-01,2516,22929.633333333335
Chicago,2017-01-07,2017,1,2017-01,1330,15111.516666666666
Chicago,2017-01-08,2017,1,2017-01,1193,13331.916666666666
Chicago,2017-01-09,2017,1,2017-01,3816,38191.53333333333
Chicago,2017-01-10,2017,1,2017-01,3310,35199.7
Chicago,2017-01-11,2017,1,2017-01,3821,36915.26666666667
Chicago,2017-01-12,2017,1,2017-01,3071,32111.85
Chicago,2017-01-13,2017,1,2017-01,3676,37174.88333333333
Chicago,2017-01-14,2017,1,2017-01,2160,24652.466666666667
Chicago,2017-01-15,2017,1,2017-01,2195,26417.016666666666
Chicago,2017-01-16,2017,1,2017-01,1406,12300.683333333332
Chicago,2017-01-17,2017,1,2017-01,4704,49182.46666666667
Chicago,2017-01-18,2017,1,2017-01,5337,58944.933333333334
Chicago,2017-01-19,2017,1,2017-01,4424,46494.13333333333
Chicago,2017-01-20,2017,1,2017-01,4573,49945.03333333333
Chicago,2017-01-21,2017,1,2017-01,7697,150448.63333333333
Chicago,2017-01-22,2017,1,2017-01,3167,42733.46666666667
Chicago,2017-01-23,2017,1,2017-01,5788,64097.36666666667
Chicago,2017-01-24,2017,1,2017-01,5762,60225.566666666666
Chicago,2017-01-25,2017,1,2017-01,5080,53256.25
Chicago,2017-01-26,2017,1,2017-01,4731,48534.066666666666
Chicago,2017-01-27,2017,1,2017-01,4376,45027.46666666667
Chicago,2017-01-28,2017,1,2017-01,2214,22814.183333333334
Chicago,2017-01-29,2017,1,2017-01,1623,16887.233333333334
Chicago,2017-01-30,2017,1,2017-01,4486,47330.38333333333
Chicago,2017-01-31,2017,1,2017-01,5076,50918.183333333334
Chicago,2017-02-01,2017,2,2017-02,5361,53220.05
Chicago,2017-02-02,2017,2,2017-02,4251,42034.666666666664
Chicago,2017-02-03,2017,2,2017-02,4031,41783.166666666664
Chicago,2017-02-04,2017,2,2017-02,2103,22386.316666666666
Chicago,2017-02-05,2017,2,2017-02,2817,36299.26666666667
Chicago,2017-02-06,2017,2,2017-02,6063,69958.86666666667
Chicago,2017-02-07,2017,2,2017-02,4736,49118.933333333334
Chicago,2017-02-08,2017,2,2017-02,5043,50779.25
Chicago,2017-02-09,2017,2,2017-02,4127,39874.48333333333
Chicago,2017-02-10,2017,2,2017-02,4722,45482.63333333333
Chicago,2017-02-11,2017,2,2017-02,4023,57677.51666666667
Chicago,2017-02-12,2017,2,2017-02,3325,48030.95
Chicago,2017-02-13,2017,2,2017-02,6095,65318.433333333334
Chicago,2017-02-14,2017,2,2017-02,6740,76281.78333333334
Chicago,2017-02-15,2017,2,2017-02,5527,54581.1
Chicago,2017-02-16,2017,2,2017-02,5582,55428.75
Chicago,2017-02-17,2017,2,2017-02,9042,126497.26666666666
Chicago,2017-02-18,2017,2,2017-02,13481,311500.4
Chicago,2017-02-19,2017,2,2017-02,11604,266315.9
Chicago,2017-02-20,2017,2,2017-02,9763,161271.95
Chicago,2017-02-21,2017,2,2017-02,8267,102499.31666666667
Chicago,2017-02-22,2017,2,2017-02,10448,149475.6
Chicago,2017-02-23,2017,2,2017-02,5926,64329.96666666667
Chicago,2017-02-24,2017,2,2017-02,5099,54639.816666666666
Chicago,2017-02-25,2017,2,2017-02,1944,21643.716666666667
Chicago,2017-02-26,2017,2,2017-02,3223,47796.86666666667
Chicago,2017-02-27,2017,2,2017-02,7187,84519.21666666666
Chicago,2017-02-28,2017,2,2017-02,5813,67022.9
Chicago,2017-03-01,2017,3,2017-03,4456,47062.55
Chicago,2017-03-02,2017,3,2017-03,5258,51124.36666666667
Chicago,2017-03-03,2017,3,2017-03,5156,52875.13333333333
Chicago,2017-03-04,2017,3,2017-03,3141,39138.566666666666
Chicago,2017-03-05,2017,3,2017-03,4836,83224.86666666667
Chicago,2017-03-06,2017,3,2017-03,7121,80833.41666666667
Chicago,2017-03-07,2017,3,2017-03,7855,96698.33333333333
Chicago,2017-03-08,2017,3,2017-03,6622,71942.86666666667
Chicago,2017-03-09,2017,3,2017-03,6320,67141.08333333333
Chicago,2017-03-10,2017,3,2017-03,5192,52353.28333333333
Chicago,2017-03-11,2017,3,2017-03,2352,29651.066666666666
Chicago,2017-03-12,2017,3,2017-03,2375,32619.5
Chicago,2017-03-13,2017,3,2017-03,2535,24309.066666666666
Chicago,2017-03-14,2017,3,2017-03,1746,18860.916666666668
Chicago,2017-03-15,2017,3,2017-03,3598,39544.85
Chicago,2017-03-16,2017,3,2017-03,4989,53145.683333333334
Chicago,2017-03-17,2017,3,2017-03,4819,51983.88333333333
Chicago,2017-03-18,2017,3,2017-03,3577,48304.3
Chicago,2017-03-19,2017,3,2017-03,4483,75277.36666666667
Chicago,2017-03-20,2017,3,2017-03,6533,75968.11666666667
Chicago,2017-03-21,2017,3,2017-03,6920,77263.46666666666
Chicago,2017-03-22,2017,3,2017-03,5512,55572.53333333333
Chicago,2017-03-23,2017,3,2017-03,6127,66117.26666666666
Chicago,2017-03-24,2017,3,2017-03,10105,165583.9
Chicago,2017-03-25,2017,3,2017-03,1675,19780.95
Chicago,2017-03-26,2017,3,2017-03,3463,56967.21666666667
Chicago,2017-03-27,2017,3,2017-03,5846,65275.933333333334
Chicago,2017-03-28,2017,3,2017-03,6608,69436.81666666667
Chicago,2017-03-29,2017,3,2017-03,5876,64771.73333333334
Chicago,2017-03-30,2017,3,2017-03,3195,35710.916666666664
Chicago,2017-03-31,2017,3,2017-03,5115,54376.5
Chicago,2017-04-01,2017,4,2017-04,7465,137859.76666666666
Chicago,2017-04-02,2017,4,2017-04,5707,94662.56666666667
Chicago,2017-04-03,2017,4,2017-04,4933,49876.55
Chicago,2017-04-04,2017,4,2017-04,7462,83470.55
Chicago,2017-04-05,2017,4,2017-04,1845,17764.316666666666
Chicago,2017-04-06,2017,4,2017-04,6322,67093.71666666666
Chicago,2017-04-07,2017,4,2017-04,7873,100646.61666666667
Chicago,2017-04-08,2017,4,2017-04,12252,285655.0
Chicago,2017-04-09,2017,4,2017-04,13431,319599.61666666664
Chicago,2017-04-10,2017,4,2017-04,6522,85540.51666666666
Chicago,2017-04-11,2017,4,2017-04,8517,109403.06666666667
Chicago,2017-04-12,2017,4,2017-04,9647,127731.18333333333
Chicago,2017-04-13,2017,4,2017-04,6379,81043.06666666667
Chicago,2017-04-14,2017,4,2017-04,9492,151123.78333333333
Chicago,2017-04-15,2017,4,2017-04,17942,461398.5833333333
Chicago,2017-04-16,2017,4,2017-04,10399,249598.16666666666
Chicago,2017-04-17,2017,4,2017-04,11326,171708.08333333334
Chicago,2017-04-18,2017,4,2017-04,12931,199091.63333333333
Chicago,2017-04-19,2017,4,2017-04,8550,98083.35
Chicago,2017-04-20,2017,4,2017-04,11472,166759.06666666668
Chicago,2017-04-21,2017,4,2017-04,9139,117291.16666666667
Chicago,2017-04-22,2017,4,2017-04,8594,158941.88333333333
Chicago,2017-04-23,2017,4,2017-04,12216,271533.85
Chicago,2017-04-24,2017,4,2017-04,12159,180665.73333333334
Chicago,2017-04-25,2017,4,2017-04,14204,218934.96666666667
Chicago,2017-04-26,2017,4,2017-04,11924,161687.78333333333
Chicago,2017-04-27,2017,4,2017-04,7065,76386.35
Chicago,2017-04-28,2017,4,2017-04,9393,120812.58333333333
Chicago,2017-04-29,2017,4,2017-04,1879,21325.666666666668
Chicago,2017-04-30,2017,4,2017-04,1622,17437.616666666665
Chicago,2017-05-01,2017,5,2017-05,6569,77592.23333333334
Chicago,2017-05-02,2017,5,2017-05,7340,81626.91666666667
Chicago,2017-05-03,2017,5,2017-05,10160,131913.95
Chicago,2017-05-04,2017,5,2017-05,8801,102296.05
Chicago,2017-05-05,2017,5,2017-05,8541,102845.56666666667
Chicago,2017-05-06,2017,5,2017-05,7743,144159.73333333334
Chicago,2017-05-07,2017,5,2017-05,7336,127302.83333333333
Chicago,2017-05-08,2017,5,2017-05,9848,130113.4
Chicago,2017-05-09,2017,5,2017-05,8264,100449.71666666666
Chicago,2017-05-10,2017,5,2017-05,7915,97444.51666666666
Chicago,2017-05-11,2017,5,2017-05,11515,154160.68333333332
Chicago,2017-05-12,2017,5,2017-05,13277,203201.05
Chicago,2017-05-13,2017,5,2017-05,15015,330355.38333333336
Chicago,2017-05-14,2017,5,2017-05,11392,246615.61666666667
Chicago,2017-05-15,2017,5,2017-05,14855,240739.05
Chicago,2017-05-16,2017,5,2017-05,16166,272288.06666666665
Chicago,2017-05-17,2017,5,2017-05,14295,207259.21666666667
Chicago,2017-05-18,2017,5,2017-05,14614,230929.38333333333
Chicago,2017-05-19,2017,5,2017-05,5823,61209.86666666667
Chicago,2017-05-20,2017,5,2017-05,5119,84559.23333333334
Chicago,2017-05-21,2017,5,2017-05,10311,204280.43333333332
Chicago,2017-05-22,2017,5,2017-05,14461,229151.35
Chicago,2017-05-23,2017,5,2017-05,7152,85956.75
Chicago,2017-05-24,2017,5,2017-05,9367,110919.28333333334
Chicago,2017-05-25,2017,5,2017-05,12630,172113.45
Chicago,2017-05-26,2017,5,2017-05,8802,137265.28333333333
Chicago,2017-05-27,2017,5,2017-05,16842,404202.81666666665
Chicago,2017-05-28,2017,5,2017-05,14464,354827.6
Chicago,2017-05-29,2017,5,2017-05,16869,403291.48333333334
Chicago,2017-05-30,2017,5,2017-05,14558,217984.2
Chicago,2017-05-31,2017,5,2017-05,15944,243404.95
Chicago,2017-06-01,2017,6,2017-06,16364,257590.81666666668
Chicago,2017-06-02,2017,6,2017-06,18318,322134.65
Chicago,2017-06-03,2017,6,2017-06,19225,422804.63333333336
Chicago,2017-06-04,2017,6,2017-06,16690,379304.9
Chicago,2017-06-05,2017,6,2017-06,15967,243446.73333333334
Chicago,2017-06-06,2017,6,2017-06,16583,245691.01666666666
Chicago,2017-06-07,2017,6,2017-06,16951,259564.61666666667
Chicago,2017-06-08,2017,6,2017-06,17836,291112.85
Chicago,2017-06-09,2017,6,2017-06,18233,316862.5333333333
Chicago,2017-06-10,2017,6,2017-06,19413,441576.55
Chicago,2017-06-11,2017,6,2017-06,17265,387490.1
Chicago,2017-06-12,2017,6,2017-06,16221,260257.95
Chicago,2017-06-13,2017,6,2017-06,16461,245462.46666666667
Chicago,2017-06-14,2017,6,2017-06,11273,155926.38333333333
Chicago,2017-06-15,2017,6,2017-06,17338,272090.31666666665
Chicago,2017-06-16,2017,6,2017-06,15847,260104.16666666666
Chicago,2017-06-17,2017,6,2017-06,14816,304129.75
Chicago,2017-06-18,2017,6,2017-06,16586,378831.06666666665
Chicago,2017-06-19,2017,6,2017-06,15802,238035.95
Chicago,2017-06-20,2017,6,2017-06,17183,257531.83333333334
Chicago,2017-06-21,2017,6,2017-06,18728,291589.95
Chicago,2017-06-22,2017,6,2017-06,17223,267445.23333333334
Chicago,2017-06-23,2017,6,2017-06,16827,289792.2833333333
Chicago,2017-06-24,2017,6,2017-06,20001,456814.0
Chicago,2017-06-25,2017,6,2017-06,16818,371864.81666666665
Chicago,2017-06-26,2017,6,2017-06,17346,279578.38333333336
Chicago,2017-06-27,2017,6,2017-06,18691,295123.05
Chicago,2017-06-28,2017,6,2017-06,13668,183963.4
Chicago,2017-06-29,2017,6,2017-06,14637,209156.8
Chicago,2017-06-30,2017,6,2017-06,16853,279118.2
Chicago,2017-07-01,2017,7,2017-07,20080,470869.85
Chicago,2017-07-02,2017,7,2017-07,19489,482892.18333333335
Chicago,2017-07-03,2017,7,2017-07,20276,445058.4166666667
Chicago,2017-07-04,2017,7,2017-07,20535,501103.05
Chicago,2017-07-05,2017,7,2017-07,18199,292062.45
Chicago,2017-07-06,2017,7,2017-07,18591,298161.85
Chicago,2017-07-07,2017,7,2017-07,17583,290147.01666666666
Chicago,2017-07-08,2017,7,2017-07,22106,494558.06666666665
Chicago,2017-07-09,2017,7,2017-07,18678,400360.48333333334
Chicago,2017-07-10,2017,7,2017-07,12784,191831.88333333333
Chicago,2017-07-11,2017,7,2017-07,17276,251146.1
Chicago,2017-07-12,2017,7,2017-07,12539,165725.08333333334
Chicago,2017-07-13,2017,7,2017-07,17659,273373.85
Chicago,2017-07-14,2017,7,2017-07,18721,307820.86666666664
Chicago,2017-07-15,2017,7,2017-07,21945,503220.88333333336
Chicago,2017-07-16,2017,7,2017-07,16984,354645.18333333335
Chicago,2017-07-17,2017,7,2017-07,19553,323951.7
Chicago,2017-07-18,2017,7,2017-07,19888,317549.18333333335
Chicago,2017-07-19,2017,7,2017-07,18522,288805.85
Chicago,2017-07-20,2017,7,2017-07,12657,190817.85
Chicago,2017-07-21,2017,7,2017-07,14520,237362.58333333334
Chicago,2017-07-22,2017,7,2017-07,17498,375451.25
Chicago,2017-07-23,2017,7,2017-07,16684,345891.6666666667
Chicago,2017-07-24,2017,7,2017-07,18370,290809.26666666666
Chicago,2017-07-25,2017,7,2017-07,19343,308898.65
Chicago,2017-07-26,2017,7,2017-07,18530,290757.73333333334
Chicago,2017-07-27,2017,7,2017-07,18246,277570.93333333335
Chicago,2017-07-28,2017,7,2017-07,19401,328006.1
Chicago,2017-07-29,2017,7,2017-07,20798,473799.6
Chicago,2017-07-30,2017,7,2017-07,18281,405811.95
Chicago,2017-07-31,2017,7,2017-07,19406,317122.23333333334
Chicago,2017-08-01,2017,8,2017-08,18649,296715.35
Chicago,2017-08-02,2017,8,2017-08,20120,332873.1666666667
Chicago,2017-08-03,2017,8,2017-08,16813,250513.13333333333
Chicago,2017-08-04,2017,8,2017-08,15520,224126.61666666667
Chicago,2017-08-05,2017,8,2017-08,20250,467888.76666666666
Chicago,2017-08-06,2017,8,2017-08,15189,318755.9166666667
Chicago,2017-08-07,2017,8,2017-08,19062,319091.01666666666
Chicago,2017-08-08,2017,8,2017-08,20252,327384.38333333336
Chicago,2017-08-09,2017,8,2017-08,19515,303422.3
Chicago,2017-08-10,2017,8,2017-08,17931,269664.2166666667
Chicago,2017-08-11,2017,8,2017-08,18842,309456.2
Chicago,2017-08-12,2017,8,2017-08,20198,460173.45
Chicago,2017-08-13,2017,8,2017-08,17898,392721.23333333334
Chicago,2017-08-14,2017,8,2017-08,19029,300255.1
Chicago,2017-08-15,2017,8,2017-08,20333,326854.45
Chicago,2017-08-16,2017,8,2017-08,15838,238847.78333333333
Chicago,2017-08-17,2017,8,2017-08,16283,252983.35
Chicago,2017-08-18,2017,8,2017-08,19789,342960.7166666667
Chicago,2017-08-19,2017,8,2017-08,20797,484971.85
Chicago,2017-08-20,2017,8,2017-08,16507,357527.98333333334
Chicago,2017-08-21,2017,8,2017-08,18125,287100.4166666667
Chicago,2017-08-22,2017,8,2017-08,17475,254283.63333333333
Chicago,2017-08-23,2017,8,2017-08,18906,285026.11666666664
Chicago,2017-08-24,2017,8,2017-08,17522,250251.53333333333
Chicago,2017-08-25,2017,8,2017-08,18930,311483.11666666664
Chicago,2017-08-26,2017,8,2017-08,18374,397775.45
Chicago,2017-08-27,2017,8,2017-08,13160,261301.91666666666
Chicago,2017-08-28,2017,8,2017-08,15604,222121.28333333333
Chicago,2017-08-29,2017,8,2017-08,15966,216863.35
Chicago,2017-08-30,2017,8,2017-08,18043,249435.76666666666
Chicago,2017-08-31,2017,8,2017-08,16719,221565.85
Chicago,2017-09-01,2017,9,2017-09,15633,231987.03333333333
Chicago,2017-09-02,2017,9,2017-09,15270,343183.1
Chicago,2017-09-03,2017,9,2017-09,20709,515881.15
Chicago,2017-09-04,2017,9,2017-09,15041,322078.73333333334
Chicago,2017-09-05,2017,9,2017-09,15647,211620.51666666666
Chicago,2017-09-06,2017,9,2017-09,14537,179519.15
Chicago,2017-09-07,2017,9,2017-09,15449,200545.9
Chicago,2017-09-08,2017,9,2017-09,15216,210479.78333333333
Chicago,2017-09-09,2017,9,2017-09,15281,296552.3
Chicago,2017-09-10,2017,9,2017-09,14197,286992.38333333336
Chicago,2017-09-11,2017,9,2017-09,16766,240580.05
Chicago,2017-09-12,2017,9,2017-09,17453,248861.08333333334
Chicago,2017-09-13,2017,9,2017-09,14358,187776.38333333333
Chicago,2017-09-14,2017,9,2017-09,17052,244834.1
Chicago,2017-09-15,2017,9,2017-09,18249,295095.61666666664
Chicago,2017-09-16,2017,9,2017-09,18284,388877.85
Chicago,2017-09-17,2017,9,2017-09,14750,292820.2166666667
Chicago,2017-09-18,2017,9,2017-09,17430,255046.36666666667
Chicago,2017-09-19,2017,9,2017-09,15316,207820.91666666666
Chicago,2017-09-20,2017,9,2017-09,16564,224040.31666666668
Chicago,2017-09-21,2017,9,2017-09,16183,226476.73333333334
Chicago,2017-09-22,2017,9,2017-09,17459,268673.13333333336
Chicago,2017-09-23,2017,9,2017-09,17207,373311.65
Chicago,2017-09-24,2017,9,2017-09,14845,309739.38333333336
Chicago,2017-09-25,2017,9,2017-09,16999,240646.51666666666
Chicago,2017-09-26,2017,9,2017-09,17311,230597.08333333334
Chicago,2017-09-27,2017,9,2017-09,15874,202975.76666666666
Chicago,2017-09-28,2017,9,2017-09,16466,220237.76666666666
Chicago,2017-09-29,2017,9,2017-09,15816,226122.58333333334
Chicago,2017-09-30,2017,9,2017-09,14127,277206.35
Chicago,2017-10-01,2017,10,2017-10,12510,234739.0
Chicago,2017-10-02,2017,10,2017-10,16436,228677.0
Chicago,2017-10-03,2017,10,2017-10,14711,191229.0
Chicago,2017-10-04,2017,10,2017-10,14740,183186.0
Chicago,2017-10-05,2017,10,2017-10,16228,218345.0
Chicago,2017-10-06,2017,10,2017-10,11165,145280.0
Chicago,2017-10-07,2017,10,2017-10,9428,177827.0
Chicago,2017-10-08,2017,10,2017-10,17280,425999.0
Chicago,2017-10-09,2017,10,2017-10,18232,309847.0
Chicago,2017-10-10,2017,10,2017-10,10648,137751.0
Chicago,2017-10-11,2017,10,2017-10,7702,82818.0
Chicago,2017-10-12,2017,10,2017-10,13466,164337.0
Chicago,2017-10-13,2017,10,2017-10,16661,260878.0
Chicago,2017-10-14,2017,10,2017-10,1563,17527.0
Chicago,2017-10-15,2017,10,2017-10,6758,98708.0
Chicago,2017-10-16,2017,10,2017-10,13724,174755.0
Chicago,2017-10-17,2017,10,2017-10,14970,187009.0
Chicago,2017-10-18,2017,10,2017-10,14726,189173.0
Chicago,2017-10-19,2017,10,2017-10,15229,200588.0
Chicago,2017-10-20,2017,10,2017-10,16403,256327.0
Chicago,2017-10-21,2017,10,2017-10,14830,317109.0
Chicago,2017-10-22,2017,10,2017-10,6125,99457.0
Chicago,2017-10-23,2017,10,2017-10,6369,73202.0
Chicago,2017-10-24,2017,10,2017-10,3747,37522.0
Chicago,2017-10-25,2017,10,2017-10,11341,127346.0
Chicago,2017-10-26,2017,10,2017-10,11918,141773.0
Chicago,2017-10-27,2017,10,2017-10,8710,96265.0
Chicago,2017-10-28,2017,10,2017-10,4664,59255.0
Chicago,2017-10-29,2017,10,2017-10,5890,88027.0
Chicago,2017-10-30,2017,10,2017-10,9367,101690.0
Chicago,2017-10-31,2017,10,2017-10,8563,91193.0
Chicago,2017-11-01,2017,11,2017-11,6327,66296.0
Chicago,2017-11-02,2017,11,2017-11,7832,86944.0
Chicago,2017-11-03,2017,11,2017-11,9445,110159.0
Chicago,2017-11-04,2017,11,2017-11,2665,33632.0
Chicago,2017-11-05,2017,11,2017-11,4614,60950.0
Chicago,2017-11-06,2017,11,2017-11,8803,92981.0
Chicago,2017-11-07,2017,11,2017-11,9121,100321.0
Chicago,2017-11-08,2017,11,2017-11,9345,104211.0
Chicago,2017-11-09,2017,11,2017-11,8271,87979.0
Chicago,2017-11-10,2017,11,2017-11,4389,48817.0
Chicago,2017-11-11,2017,11,2017-11,3045,34766.0
Chicago,2017-11-12,2017,11,2017-11,2152,24702.0
Chicago,2017-11-13,2017,11,2017-11,8326,87949.0
Chicago,2017-11-14,2017,11,2017-11,9045,96071.0
Chicago,2017-11-15,2017,11,2017-11,6030,67024.0
Chicago,2017-11-16,2017,11,2017-11,7889,79751.0
Chicago,2017-11-17,2017,11,2017-11,5916,59394.0
Chicago,2017-11-18,2017,11,2017-11,1664,17704.0
Chicago,2017-11-19,2017,11,2017-11,3397,47570.0
Chicago,2017-11-20,2017,11,2017-11,7966,91162.0
Chicago,2017-11-21,2017,11,2017-11,6731,70512.0
Chicago,2017-11-22,2017,11,2017-11,5179,57615.0
Chicago,2017-11-23,2017,11,2017-11,1851,31306.0
Chicago,2017-11-24,2017,11,2017-11,4530,81013.0
Chicago,2017-11-25,2017,11,2017-11,4251,72797.0
Chicago,2017-11-26,2017,11,2017-11,3606,50472.0
Chicago,2017-11-27,2017,11,2017-11,9146,104182.0
Chicago,2017-11-28,2017,11,2017-11,9926,114583.0
Chicago,2017-11-29,2017,11,2017-11,9007,101163.0
Chicago,2017-11-30,2017,11,2017-11,9270,102407.0
Chicago,2017-12-01,2017,12,2017-12,9142,107448.0
Chicago,2017-12-02,2017,12,2017-12,6728,106292.0
Chicago,2017-12-03,2017,12,2017-12,6338,99544.0
Chicago,2017-12-04,2017,12,2017-12,9089,101467.0
Chicago,2017-12-05,2017,12,2017-12,5876,58023.0
Chicago,2017-12-06,2017,12,2017-12,6302,64332.0
Chicago,2017-12-07,2017,12,2017-12,5410,52542.0
Chicago,2017-12-08,2017,12,2017-12,5266,59025.0
Chicago,2017-12-09,2017,12,2017-12,1790,18543.0
Chicago,2017-12-10,2017,12,2017-12,2200,24278.0
Chicago,2017-12-11,2017,12,2017-12,5345,52962.0
Chicago,2017-12-12,2017,12,2017-12,4521,44043.0
Chicago,2017-12-13,2017,12,2017-12,5234,52753.0
Chicago,2017-12-14,2017,12,2017-12,5047,49050.0
Chicago,2017-12-15,2017,12,2017-12,4859,47765.0
Chicago,2017-12-16,2017,12,2017-12,3808,50235.0
Chicago,2017-12-17,2017,12,2017-12,3001,35491.0
Chicago,2017-12-18,2017,12,2017-12,6031,64213.0
Chicago,2017-12-19,2017,12,2017-12,7225,76481.0
Chicago,2017-12-20,2017,12,2017-12,4076,40414.0
Chicago,2017-12-21,2017,12,2017-12,5676,56556.0
Chicago,2017-12-22,2017,12,2017-12,4576,48432.0
Chicago,2017-12-23,2017,12,2017-12,1727,18654.0
Chicago,2017-12-24,2017,12,2017-12,403,5120.0
Chicago,2017-12-25,2017,12,2017-12,240,2995.0
Chicago,2017-12-26,2017,12,2017-12,779,6943.0
Chicago,2017-12-27,2017,12,2017-12,1138,10547.0
Chicago,2017-12-28,2017,12,2017-12,1294,12493.0
Chicago,2017-12-29,2017,12,2017-12,1076,11326.0
Chicago,2017-12-30,2017,12,2017-12,548,5800.0
Chicago,2017-12-31,2017,12,2017-12,651,7031.0
Chicago,2018-01-01,2018,1,2018-01,376,11890.583333333332
Chicago,2018-01-02,2018,1,2018-01,1637,16389.366666666665
Chicago,2018-01-03,2018,1,2018-01,2493,24953.533333333333
Chicago,2018-01-04,2018,1,2018-01,2416,22299.283333333333
Chicago,2018-01-05,2018,1,2018-01,2228,19785.9
Chicago,2018-01-06,2018,1,2018-01,1093,17281.266666666666
Chicago,2018-01-07,2018,1,2018-01,1076,11446.033333333333
Chicago,2018-01-08,2018,1,2018-01,4663,50831.55
Chicago,2018-01-09,2018,1,2018-01,5163,61025.45
Chicago,2018-01-10,2018,1,2018-01,5173,55610.0
Chicago,2018-01-11,2018,1,2018-01,4473,47890.95
Chicago,2018-01-12,2018,1,2018-01,3243,268191.25
Chicago,2018-01-13,2018,1,2018-01,1420,13755.75
Chicago,2018-01-14,2018,1,2018-01,1206,16049.1
Chicago,2018-01-15,2018,1,2018-01,1337,13077.35
Chicago,2018-01-16,2018,1,2018-01,2852,28978.783333333333
Chicago,2018-01-17,2018,1,2018-01,3343,52862.28333333333
Chicago,2018-01-18,2018,1,2018-01,4137,48801.666666666664
Chicago,2018-01-19,2018,1,2018-01,4753,52040.88333333333
Chicago,2018-01-20,2018,1,2018-01,3951,53507.683333333334
Chicago,2018-01-21,2018,1,2018-01,2831,253826.23333333334
Chicago,2018-01-22,2018,1,2018-01,4919,128554.91666666666
Chicago,2018-01-23,2018,1,2018-01,4142,41430.3
Chicago,2018-01-24,2018,1,2018-01,4914,47372.6
Chicago,2018-01-25,2018,1,2018-01,5939,291612.14999999997
Chicago,2018-01-26,2018,1,2018-01,6707,81630.68333333333
Chicago,2018-01-27,2018,1,2018-01,5150,98222.41666666667
Chicago,2018-01-28,2018,1,2018-01,2971,34265.5
Chicago,2018-01-29,2018,1,2018-01,4351,41573.416666666664
Chicago,2018-01-30,2018,1,2018-01,4933,50583.333333333336
Chicago,2018-01-31,2018,1,2018-01,5816,61608.15
Chicago,2018-02-01,2018,2,2018-02,4425,44637.86666666667
Chicago,2018-02-02,2018,2,2018-02,3347,32822.166666666664
Chicago,2018-02-03,2018,2,2018-02,2090,260914.06666666665
Chicago,2018-02-04,2018,2,2018-02,658,6914.133333333333
Chicago,2018-02-05,2018,2,2018-02,2129,27132.833333333332
Chicago,2018-02-06,2018,2,2018-02,2862,32010.216666666667
Chicago,2018-02-07,2018,2,2018-02,2834,29243.366666666665
Chicago,2018-02-08,2018,2,2018-02,3206,45857.933333333334
Chicago,2018-02-09,2018,2,2018-02,696,19055.633333333335
Chicago,2018-02-10,2018,2,2018-02,842,11284.016666666666
Chicago,2018-02-11,2018,2,2018-02,672,10867.8
Chicago,2018-02-12,2018,2,2018-02,2684,41260.9
Chicago,2018-02-13,2018,2,2018-02,3756,68853.73333333334
Chicago,2018-02-14,2018,2,2018-02,4617,54305.78333333333
Chicago,2018-02-15,2018,2,2018-02,5297,71236.38333333333
Chicago,2018-02-16,2018,2,2018-02,5012,56501.166666666664
Chicago,2018-02-17,2018,2,2018-02,1958,24213.216666666667
Chicago,2018-02-18,2018,2,2018-02,2241,29552.3
Chicago,2018-02-19,2018,2,2018-02,3027,88082.06666666667
Chicago,2018-02-20,2018,2,2018-02,3070,49192.583333333336
Chicago,2018-02-21,2018,2,2018-02,5165,54017.25
Chicago,2018-02-22,2018,2,2018-02,5717,65598.06666666667
Chicago,2018-02-23,2018,2,2018-02,5526,79437.73333333334
Chicago,2018-02-24,2018,2,2018-02,2996,43530.03333333333
Chicago,2018-02-25,2018,2,2018-02,3584,66818.58333333333
Chicago,2018-02-26,2018,2,2018-02,7699,124291.15
Chicago,2018-02-27,2018,2,2018-02,9309,128666.31666666667
Chicago,2018-02-28,2018,2,2018-02,7531,89366.08333333333
Chicago,2018-03-01,2018,3,2018-03,3991,42679.833333333336
Chicago,2018-03-02,2018,3,2018-03,6496,76649.56666666667
Chicago,2018-03-03,2018,3,2018-03,4480,90710.01666666666
Chicago,2018-03-04,2018,3,2018-03,4333,88994.45
Chicago,2018-03-05,2018,3,2018-03,5108,61059.1
Chicago,2018-03-06,2018,3,2018-03,5372,68120.21666666666
Chicago,2018-03-07,2018,3,2018-03,5524,58011.05
Chicago,2018-03-08,2018,3,2018-03,5616,61551.86666666667
Chicago,2018-03-09,2018,3,2018-03,5990,145331.93333333335
Chicago,2018-03-10,2018,3,2018-03,4159,73134.71666666666
Chicago,2018-03-11,2018,3,2018-03,3387,52230.05
Chicago,2018-03-12,2018,3,2018-03,6685,75144.43333333333
Chicago,2018-03-13,2018,3,2018-03,5559,58366.11666666667
Chicago,2018-03-14,2018,3,2018-03,6977,91596.1
Chicago,2018-03-15,2018,3,2018-03,7255,86854.65
Chicago,2018-03-16,2018,3,2018-03,6290,82269.01666666666
Chicago,2018-03-17,2018,3,2018-03,3937,67274.1
Chicago,2018-03-18,2018,3,2018-03,6842,169242.41666666666
